client_id,le_id,sub_prof_id,orig_customer_name,customer_name,cust_seg,cust_seg_desc,status_code,onboard_date,client_size,inc_num,mth_end,src,cty
C100156,LE001,SP001,Sunrise Logistics Pte Ltd,Sunrise Logistics Pte Ltd,30,Business Clients,Active,27-08-2012,Small,DEFAULT,2010-04-14,SCI,SG
C100157,LE001,SP001,Nova Retail Pte Ltd,Nova Retail Pte Ltd,MM,Middle market,Active,15-05-2007,Medium,DEFAULT,2019-09-22,SCI,SG
C100158,LE001,SP001,Cedar Technologies Pte Ltd,Cedar Technologies Pte Ltd,E,Commodity Traders & Agriculture,Active,03-08-2023,Large,DEFAULT,2020-04-24,SCI,SG
C100159,LE001,SP001,Lotus Capital Pte Ltd,Lotus Capital Pte Ltd,50,Private Banking,Active,17-06-2021,Medium,DEFAULT,2021-09-14,SCI,SG
C100160,LE001,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,K,Global corporate,Active,26-01-2017,Small,DEFAULT,2020-11-04,SCI,SG
C100161,LE001,SP001,Pioneer Energy Pte Ltd,Pioneer Energy Pte Ltd,ME,Medium enterprises,Active,25-05-2021,Medium,DEFAULT,2023-04-16,SCI,SG
C100162,LE001,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,S,Own account,Active,05-07-2010,Small,DEFAULT,2011-12-11,SCI,SG
C100163,LE001,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,K,Global corporate,Active,21-06-2010,Medium,DEFAULT,2020-06-03,SCI,SG
C100164,LE001,SP001,Apex Solutions Pte Ltd,Apex Solutions Pte Ltd,E,Commodity Traders & Agriculture,Active,02-02-2016,Medium,DEFAULT,2017-04-16,SCI,SG
C100165,LE001,SP001,Orchid Foods Pte Ltd,Orchid Foods Pte Ltd,A,Local Corporate,Active,16-12-2012,Small,DEFAULT,2015-10-18,SCI,SG
C100166,LE001,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,30,Business Clients,Active,16-05-2018,Large,DEFAULT,2016-03-13,SCI,SG
C100167,LE001,SP001,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,30,Business Clients,Active,01-06-2010,Large,DEFAULT,2019-02-12,SCI,SG
C100168,LE001,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,MM,Middle market,Active,23-05-2010,Small,DEFAULT,2020-09-05,SCI,SG
C100169,LE001,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,HV,High value small business,Active,22-05-2005,Large,DEFAULT,2012-02-02,SCI,SG
C100170,LE001,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,HV,High value small business,Active,08-07-2020,Medium,DEFAULT,2015-06-17,SCI,SG
C100171,LE001,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,50,Private Banking,Active,12-04-2013,Medium,DEFAULT,2020-08-12,SCI,SG
C100172,LE001,SP001,Cedar Technologies Pte Ltd,Cedar Technologies Pte Ltd,A,Local Corporate,Active,24-09-2021,Medium,DEFAULT,2022-05-06,SCI,SG
C100173,LE001,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,K,Global corporate,Active,07-03-2015,Large,DEFAULT,2016-01-29,SCI,SG
C100174,LE001,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,A,Local Corporate,Active,16-09-2007,Medium,DEFAULT,2014-04-27,SCI,SG
C100175,LE001,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,K,Global corporate,Active,07-01-2017,Small,DEFAULT,2014-02-25,SCI,SG
C100176,LE001,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,ME,Medium enterprises,Active,11-11-2015,Large,DEFAULT,2016-03-15,SCI,SG
C100177,LE001,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,30,Business Clients,Dormant,04-09-2023,Medium,DEFAULT,2014-05-10,SCI,SG
C100178,LE001,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,30,Business Clients,Active,09-01-2009,Medium,DEFAULT,2016-10-12,SCI,SG
C100179,LE001,SP001,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,S,Own account,Active,08-01-2006,Medium,DEFAULT,2011-03-23,SCI,SG
C100180,LE001,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,A,Local Corporate,Active,01-11-2007,Medium,DEFAULT,2021-01-04,SCI,SG
C100181,LE001,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,HV,High value small business,Active,16-11-2017,Medium,DEFAULT,2016-05-18,SCI,SG
C100182,LE001,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,S,Own account,Active,23-08-2012,Medium,DEFAULT,2014-02-19,SCI,SG
C100183,LE001,SP001,ABC Trading Pte Ltd,ABC Trading Pte Ltd,S,Own account,Active,19-09-2015,Small,DEFAULT,2012-07-23,SCI,SG
C100184,LE001,SP001,Sunrise Logistics Pte Ltd,Sunrise Logistics Pte Ltd,50,Private Banking,Active,30-08-2006,Large,DEFAULT,2022-12-10,SCI,SG
C100185,LE001,SP001,ABC Trading Pte Ltd,ABC Trading Pte Ltd,30,Business Clients,Active,12-03-2023,Large,DEFAULT,2022-08-16,SCI,SG
C100186,LE001,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,30,Business Clients,Active,27-07-2010,Medium,DEFAULT,2012-08-28,SCI,SG
C100187,LE001,SP001,Nova Retail Pte Ltd,Nova Retail Pte Ltd,30,Business Clients,Active,26-09-2022,Medium,DEFAULT,2023-11-15,SCI,SG
C100188,LE001,SP001,Evergreen Commodities Pte Ltd,Evergreen Commodities Pte Ltd,MM,Middle market,Active,14-07-2013,Large,DEFAULT,2020-02-08,SCI,SG
C100189,LE001,SP001,Pioneer Energy Pte Ltd,Pioneer Energy Pte Ltd,MM,Middle market,Active,15-03-2018,Medium,DEFAULT,2019-08-14,SCI,SG
C100190,LE001,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,30,Business Clients,Active,09-05-2006,Medium,DEFAULT,2023-09-04,SCI,SG
C100191,LE001,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,K,Global corporate,Active,30-08-2009,Small,DEFAULT,2014-09-25,SCI,SG
C100192,LE001,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,ME,Medium enterprises,Active,10-07-2008,Small,DEFAULT,2015-05-19,SCI,SG
C100193,LE001,SP001,Orchid Foods Pte Ltd,Orchid Foods Pte Ltd,A,Local Corporate,Active,06-07-2008,Large,DEFAULT,2010-01-22,SCI,SG
C100194,LE001,SP001,Nova Retail Pte Ltd,Nova Retail Pte Ltd,ME,Medium enterprises,Active,27-04-2018,Small,DEFAULT,2020-07-16,SCI,SG
C100195,LE001,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,S,Own account,Active,19-06-2011,Medium,DEFAULT,2016-05-05,SCI,SG
C100196,LE001,SP001,Pioneer Energy Pte Ltd,Pioneer Energy Pte Ltd,A,Local Corporate,Active,28-03-2010,Small,DEFAULT,2015-12-08,SCI,SG
C100197,LE001,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,A,Local Corporate,Active,20-03-2017,Small,DEFAULT,2015-01-16,SCI,SG
C100198,LE001,SP001,Lotus Capital Pte Ltd,Lotus Capital Pte Ltd,MM,Middle market,Active,17-07-2023,Medium,DEFAULT,2013-03-11,SCI,SG
C100199,LE001,SP001,Sunrise Logistics Pte Ltd,Sunrise Logistics Pte Ltd,ME,Medium enterprises,Active,12-10-2022,Small,DEFAULT,2016-11-24,SCI,SG
C100200,LE001,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,30,Business Clients,Active,07-07-2015,Small,DEFAULT,2016-10-27,SCI,SG
C100201,LE001,SP001,Apex Solutions Pte Ltd,Apex Solutions Pte Ltd,K,Global corporate,Active,23-03-2016,Small,DEFAULT,2022-02-10,SCI,SG
C100202,LE001,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,A,Local Corporate,Active,01-06-2018,Small,DEFAULT,2010-11-23,SCI,SG
C100203,LE001,SP001,Nova Retail Pte Ltd,Nova Retail Pte Ltd,A,Local Corporate,Active,17-07-2018,Large,DEFAULT,2015-08-14,SCI,SG
C100204,LE001,SP001,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE Pte Ltd,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE Pte Ltd,N,Financial Institution,Active,02-10-2023,Large,DEFAULT,2022-11-26,SCI,SG
C100205,LE001,SP001,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,A,Local Corporate,Active,17-01-2011,Small,DEFAULT,2022-12-04,SCI,SG
C100206,LE001,SP001,ABC Trading Pte Ltd,ABC Trading Pte Ltd,S,Own account,Active,06-12-2008,Medium,DEFAULT,2020-07-21,SCI,SG
C100207,LE001,SP001,Pioneer Energy Pte Ltd,Pioneer Energy Pte Ltd,K,Global corporate,Active,26-01-2009,Medium,DEFAULT,2023-02-17,SCI,SG
C100208,LE001,SP001,Nova Retail Pte Ltd,Nova Retail Pte Ltd,A,Local Corporate,Active,12-01-2016,Medium,DEFAULT,2012-01-18,SCI,SG
C100209,LE001,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,ME,Medium enterprises,Active,23-06-2012,Small,DEFAULT,2017-03-15,SCI,SG
C100210,LE001,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,MM,Middle market,Active,25-05-2012,Small,DEFAULT,2019-03-27,SCI,SG
C100211,LE001,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,30,Business Clients,Active,25-12-2013,Medium,DEFAULT,2022-05-04,SCI,SG
C100212,LE001,SP001,ABC Trading Pte Ltd,ABC Trading Pte Ltd,30,Business Clients,Active,21-01-2012,Medium,DEFAULT,2015-08-30,SCI,SG
C100213,LE001,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,E,Commodity Traders & Agriculture,Active,30-04-2022,Small,DEFAULT,2019-01-25,SCI,SG
C100214,LE001,SP001,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,A,Local Corporate,Active,09-04-2014,Large,DEFAULT,2011-03-21,SCI,SG
C100215,LE001,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,30,Business Clients,Active,19-12-2018,Small,DEFAULT,2021-03-07,SCI,SG
C100216,LE001,SP001,Pioneer Energy Pte Ltd,Pioneer Energy Pte Ltd,K,Global corporate,Active,26-07-2009,Large,DEFAULT,2015-12-28,SCI,SG
C100217,LE001,SP001,Lotus Capital Pte Ltd,Lotus Capital Pte Ltd,30,Business Clients,Active,30-10-2014,Small,DEFAULT,2020-11-14,SCI,SG
C100218,LE001,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,30,Business Clients,Active,18-02-2019,Small,DEFAULT,2023-08-28,SCI,SG
C100219,LE001,SP001,Evergreen Commodities Pte Ltd,Evergreen Commodities Pte Ltd,ME,Medium enterprises,Active,21-12-2011,Large,DEFAULT,2022-05-10,SCI,SG
C100220,LE001,SP001,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE,30,Business Clients,Active,15-11-2023,Small,DEFAULT,2012-07-18,SCI,SG
C100221,LE001,SP001,Pioneer Energy Pte Ltd,Pioneer Energy Pte Ltd,A,Local Corporate,Active,13-07-2019,Medium,DEFAULT,2013-06-15,SCI,SG
C100222,LE001,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,MM,Middle market,Active,19-07-2011,Small,DEFAULT,2021-05-31,SCI,SG
C100223,LE001,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,S,Own account,Active,28-10-2015,Small,DEFAULT,2020-08-04,SCI,SG
C100224,LE001,SP001,Evergreen Commodities Pte Ltd,Evergreen Commodities Pte Ltd,A,Local Corporate,Active,30-03-2008,Large,DEFAULT,2018-08-09,SCI,SG
C100225,LE001,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,MM,Middle market,Active,26-05-2016,Medium,DEFAULT,2013-01-23,SCI,SG
C100226,LE001,SP001,Sunrise Logistics Pte Ltd,Sunrise Logistics Pte Ltd,E,Commodity Traders & Agriculture,Active,20-09-2022,Small,DEFAULT,2019-04-23,SCI,SG
C100227,LE001,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,30,Business Clients,Active,22-05-2016,Medium,DEFAULT,2015-12-29,SCI,SG
C100228,LE001,SP001,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE Pte Ltd,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE Pte Ltd,30,Business Clients,Active,02-03-2018,Medium,DEFAULT,2023-01-03,SCI,SG
C100229,LE001,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,30,Business Clients,Active,07-01-2015,Large,DEFAULT,2022-01-30,SCI,SG
C100230,LE001,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,30,Business Clients,Active,19-05-2017,Medium,DEFAULT,2022-03-10,SCI,SG
C100231,LE001,SP001,Apex Solutions Pte Ltd,Apex Solutions Pte Ltd,ME,Medium enterprises,Active,21-03-2012,Medium,DEFAULT,2014-03-26,SCI,SG
C100232,LE001,SP001,Evergreen Commodities Pte Ltd,Evergreen Commodities Pte Ltd,S,Own account,Active,29-03-2010,Medium,DEFAULT,2019-03-20,SCI,SG
C100233,LE001,SP001,ABC Trading Pte Ltd,ABC Trading Pte Ltd,A,Local Corporate,Active,11-08-2015,Small,DEFAULT,2018-07-21,SCI,SG
C100234,LE001,SP001,Apex Solutions Pte Ltd,Apex Solutions Pte Ltd,A,Local Corporate,Dormant,10-10-2022,Small,DEFAULT,2013-05-31,SCI,SG
C100235,LE001,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,30,Business Clients,Active,01-11-2007,Small,DEFAULT,2021-04-07,SCI,SG
C100236,LE001,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,30,Business Clients,Active,15-12-2023,Small,DEFAULT,2019-11-16,SCI,SG
C100237,LE001,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,K,Global corporate,Active,02-04-2015,Small,DEFAULT,2010-05-06,SCI,SG
C100238,LE001,SP001,Lotus Capital Pte Ltd,Lotus Capital Pte Ltd,30,Business Clients,Active,08-09-2019,Medium,DEFAULT,2013-06-18,SCI,SG
C100239,LE001,SP001,Sunrise Logistics Pte Ltd,Sunrise Logistics Pte Ltd,S,Own account,Active,12-12-2010,Medium,DEFAULT,2017-08-05,SCI,SG
C100240,LE001,SP001,Apex Solutions Pte Ltd,Apex Solutions Pte Ltd,K,Global corporate,Active,15-05-2012,Medium,DEFAULT,2021-12-20,SCI,SG
C100241,LE001,SP001,Apex Solutions Pte Ltd,Apex Solutions Pte Ltd,HV,High value small business,Active,22-01-2019,Medium,DEFAULT,2020-12-11,SCI,SG
C100242,LE001,SP001,ABC Trading Pte Ltd,ABC Trading Pte Ltd,K,Global corporate,Active,08-04-2010,Small,DEFAULT,2016-06-12,SCI,SG
C100243,LE001,SP001,Evergreen Commodities Pte Ltd,Evergreen Commodities Pte Ltd,30,Business Clients,Active,26-09-2014,Medium,DEFAULT,2012-03-17,SCI,SG
C100244,LE001,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,S,Own account,Active,26-07-2020,Small,DEFAULT,2016-09-19,SCI,SG
C100245,LE001,SP001,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE Pte Ltd,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE Pte Ltd,HV,High value small business,Active,01-08-2011,Medium,DEFAULT,2018-01-15,SCI,SG
C100246,LE001,SP001,Cedar Technologies Pte Ltd,Cedar Technologies Pte Ltd,A,Local Corporate,Active,24-06-2010,Large,DEFAULT,2021-11-30,SCI,SG
C100247,LE001,SP001,Nova Retail Pte Ltd,Nova Retail Pte Ltd,HV,High value small business,Active,11-10-2022,Medium,DEFAULT,2014-01-15,SCI,SG
C100248,LE001,SP001,Orchid Foods Pte Ltd,Orchid Foods Pte Ltd,K,Global corporate,Active,02-09-2018,Large,DEFAULT,2018-07-31,SCI,SG
C100249,LE001,SP001,Evergreen Commodities Pte Ltd,Evergreen Commodities Pte Ltd,S,Own account,Active,30-01-2018,Small,DEFAULT,2013-03-18,SCI,SG
C100250,LE001,SP001,Evergreen Commodities Pte Ltd,Evergreen Commodities Pte Ltd,ME,Medium enterprises,Active,12-09-2010,Medium,DEFAULT,2020-04-22,SCI,SG
C100251,LE001,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,A,Local Corporate,Active,18-01-2023,Small,DEFAULT,2020-06-08,SCI,SG
C100252,LE001,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,ME,Medium enterprises,Active,18-07-2008,Large,DEFAULT,2011-08-29,SCI,SG
C100253,LE001,SP001,Pioneer Energy Pte Ltd,Pioneer Energy Pte Ltd,N,Financial Institution,Active,07-03-2018,Small,DEFAULT,2016-09-16,SCI,SG
C100254,LE001,SP001,Nova Retail Pte Ltd,Nova Retail Pte Ltd,S,Own account,Active,01-04-2015,Small,DEFAULT,2016-10-10,SCI,SG
C100255,LE001,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,K,Global corporate,Dormant,03-11-2015,Medium,DEFAULT,2012-05-23,SCI,SG
C100256,LE001,SP001,Evergreen Commodities Pte Ltd,Evergreen Commodities Pte Ltd,NA,Not applicable,Active,19-01-2013,Small,DEFAULT,2022-11-22,SCI,SG
C100257,LE001,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,30,Business Clients,Dormant,16-08-2011,Large,DEFAULT,2010-06-29,SCI,SG
C100258,LE001,SP001,Apex Solutions Pte Ltd,Apex Solutions Pte Ltd,A,Local Corporate,Active,11-09-2017,Small,DEFAULT,2011-02-06,SCI,SG
C100259,LE001,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,S,Own account,Active,03-06-2011,Large,DEFAULT,2015-03-01,SCI,SG
C100260,LE001,SP001,Cedar Technologies Pte Ltd,Cedar Technologies Pte Ltd,K,Global corporate,Active,07-04-2009,Medium,DEFAULT,2023-12-05,SCI,SG
C100261,LE001,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,S,Own account,Active,03-03-2021,Small,DEFAULT,2013-01-25,SCI,SG
C100262,LE001,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,MM,Middle market,Active,01-07-2019,Medium,DEFAULT,2010-11-19,SCI,SG
C100263,LE001,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,E,Commodity Traders & Agriculture,Active,01-10-2005,Medium,DEFAULT,2022-12-31,SCI,SG
C100264,LE001,SP001,Cedar Technologies Pte Ltd,Cedar Technologies Pte Ltd,30,Business Clients,Active,09-01-2007,Small,DEFAULT,2016-08-14,SCI,SG
C100265,LE001,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,MM,Middle market,Active,09-12-2008,Small,DEFAULT,2014-07-03,SCI,SG
C100266,LE001,SP001,Lotus Capital Pte Ltd,Lotus Capital Pte Ltd,S,Own account,Active,17-03-2013,Medium,DEFAULT,2021-11-27,SCI,SG
C100267,LE001,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,ME,Medium enterprises,Active,07-10-2010,Small,DEFAULT,2020-10-22,SCI,SG
C100268,LE001,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,MM,Middle market,Active,06-08-2012,Medium,DEFAULT,2012-08-01,SCI,SG
C100269,LE001,SP001,Pioneer Energy Pte Ltd,Pioneer Energy Pte Ltd,HV,High value small business,Active,28-02-2008,Large,DEFAULT,2015-01-23,SCI,SG
C100270,LE001,SP001,Apex Solutions Pte Ltd,Apex Solutions Pte Ltd,S,Own account,Active,18-01-2023,Medium,DEFAULT,2022-07-02,SCI,SG
C100271,LE001,SP001,Cedar Technologies Pte Ltd,Cedar Technologies Pte Ltd,A,Local Corporate,Active,07-11-2013,Medium,DEFAULT,2010-04-25,SCI,SG
C100272,LE001,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,K,Global corporate,Active,15-03-2015,Medium,DEFAULT,2018-04-08,SCI,SG
C100273,LE001,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,30,Business Clients,Active,13-06-2023,Medium,DEFAULT,2018-05-02,SCI,SG
C100274,LE001,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,K,Global corporate,Active,30-07-2015,Small,DEFAULT,2010-07-25,SCI,SG
C100275,LE001,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,K,Global corporate,Active,19-12-2009,Small,DEFAULT,2011-06-02,SCI,SG
C100276,LE001,SP001,Pioneer Energy Pte Ltd,Pioneer Energy Pte Ltd,K,Global corporate,Active,12-10-2011,Medium,DEFAULT,2019-02-27,SCI,SG
C100277,LE001,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,MM,Middle market,Active,01-11-2005,Medium,DEFAULT,2016-10-29,SCI,SG
C100278,LE001,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,30,Business Clients,Active,08-04-2010,Large,DEFAULT,2022-01-21,SCI,SG
C100279,LE001,SP001,Lotus Capital Pte Ltd,Lotus Capital Pte Ltd,ME,Medium enterprises,Active,28-04-2013,Medium,DEFAULT,2022-02-12,SCI,SG
C100280,LE001,SP001,Nova Retail Pte Ltd,Nova Retail Pte Ltd,ME,Medium enterprises,Active,19-04-2021,Medium,DEFAULT,2013-06-19,SCI,SG
C100281,LE001,SP001,Nova Retail Pte Ltd,Nova Retail Pte Ltd,30,Business Clients,Active,13-09-2023,Large,DEFAULT,2020-12-22,SCI,SG
C100282,LE001,SP001,Nova Retail Pte Ltd,Nova Retail Pte Ltd,A,Local Corporate,Active,11-04-2011,Medium,DEFAULT,2010-09-26,SCI,SG
C100283,LE001,SP001,Cedar Technologies Pte Ltd,Cedar Technologies Pte Ltd,A,Local Corporate,Active,22-12-2014,Medium,DEFAULT,2015-04-19,SCI,SG
C100284,LE001,SP001,Cedar Technologies Pte Ltd,Cedar Technologies Pte Ltd,N,Financial Institution,Active,19-05-2020,Medium,DEFAULT,2018-03-29,SCI,SG
C100285,LE001,SP001,Cedar Technologies Pte Ltd,Cedar Technologies Pte Ltd,K,Global corporate,Active,11-03-2011,Small,DEFAULT,2014-04-04,SCI,SG
C100286,LE001,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,A,Local Corporate,Active,27-06-2023,Medium,DEFAULT,2020-03-14,SCI,SG
C100287,LE001,SP001,Sunrise Logistics Pte Ltd,Sunrise Logistics Pte Ltd,MM,Middle market,Active,24-05-2019,Small,DEFAULT,2023-05-24,SCI,SG
C100288,LE001,SP001,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE Pte Ltd,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE Pte Ltd,30,Business Clients,Active,29-10-2007,Small,DEFAULT,2022-08-31,SCI,SG
C100289,LE001,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,HV,High value small business,Active,01-03-2022,Medium,DEFAULT,2022-06-07,SCI,SG
C100290,LE001,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,HV,High value small business,Active,28-03-2023,Small,DEFAULT,2015-03-24,SCI,SG
C100291,LE001,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,HV,High value small business,Active,09-09-2022,Medium,DEFAULT,2023-05-15,SCI,SG
C100292,LE001,SP001,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE Pte Ltd,SIMANGGANG SAWMILL COMPANY LTD SINGAPORE Pte Ltd,K,Global corporate,Dormant,01-12-2007,Medium,DEFAULT,2022-02-12,SCI,SG
C100293,LE001,SP001,Zenith Manufacturing Pte Ltd,Zenith Manufacturing Pte Ltd,30,Business Clients,Active,20-06-2007,Large,DEFAULT,2010-07-31,SCI,SG
C100294,LE001,SP001,Lotus Capital Pte Ltd,Lotus Capital Pte Ltd,30,Business Clients,Active,20-09-2022,Large,DEFAULT,2015-05-04,SCI,SG
C100295,LE001,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,30,Business Clients,Active,14-12-2010,Medium,DEFAULT,2011-03-06,SCI,SG
C100296,LE001,SP001,Lotus Capital Pte Ltd,Lotus Capital Pte Ltd,50,Private Banking,Active,19-10-2016,Medium,DEFAULT,2012-07-20,SCI,SG
C100297,LE001,SP001,Sunrise Logistics Pte Ltd,Sunrise Logistics Pte Ltd,N,Financial Institution,Active,14-06-2022,Medium,DEFAULT,2018-02-13,SCI,SG
C100298,LE001,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,ME,Medium enterprises,Active,20-12-2009,Large,DEFAULT,2023-10-18,SCI,SG
C100299,LE001,SP001,ABC Trading Pte Ltd,ABC Trading Pte Ltd,50,Private Banking,Active,12-10-2019,Large,DEFAULT,2021-09-11,SCI,SG
C100300,LE001,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,50,Private Banking,Active,13-09-2005,Medium,DEFAULT,2011-05-14,SCI,SG
C100301,LE001,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,50,Private Banking,Active,25-07-2014,Large,DEFAULT,2012-06-03,SCI,SG
C100302,LE001,SP001,Vertex Finance Pte Ltd,Vertex Finance Pte Ltd,30,Business Clients,Active,13-12-2014,Medium,DEFAULT,2011-08-26,SCI,SG
C100303,LE001,SP001,Sunrise Logistics Pte Ltd,Sunrise Logistics Pte Ltd,A,Local Corporate,Active,30-04-2008,Medium,DEFAULT,2011-06-23,SCI,SG
C100304,LE001,SP001,Lotus Capital Pte Ltd,Lotus Capital Pte Ltd,K,Global corporate,Active,15-03-2019,Medium,DEFAULT,2023-02-17,SCI,SG
C100305,LE001,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,30,Business Clients,Active,26-05-2018,Small,DEFAULT,2021-11-25,SCI,SG
C100306,LE001,SP001,Merlion Holdings Pte Ltd,Merlion Holdings Pte Ltd,K,Global corporate,Active,31-07-2018,Large,DEFAULT,2019-08-26,SCI,SG
C100307,LE001,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,MM,Middle market,Active,27-07-2007,Small,DEFAULT,2022-05-14,SCI,SG
C100308,LE001,SP001,Harbour Shipping Pte Ltd,Harbour Shipping Pte Ltd,30,Business Clients,Active,15-02-2010,Medium,DEFAULT,2019-04-13,SCI,SG
C100309,LE001,SP001,Maple Investments Pte Ltd,Maple Investments Pte Ltd,MM,Middle market,Active,11-12-2013,Small,DEFAULT,2019-05-01,SCI,SG
C100310,LE001,SP001,Pacific Exports Pte Ltd,Pacific Exports Pte Ltd,50,Private Banking,Active,05-01-2012,Medium,DEFAULT,2015-09-20,SCI,SG
C100311,LE001,SP001,Cedar Technologies Pte Ltd,Cedar Technologies Pte Ltd,A,Local Corporate,Active,28-05-2020,Medium,DEFAULT,2020-08-21,SCI,SG
C100312,LE001,SP001,Sunrise Logistics Pte Ltd,Sunrise Logistics Pte Ltd,K,Global corporate,Active,01-12-2006,Medium,DEFAULT,2012-02-03,SCI,SG
