le_id,sub_prof_id,limit_id,client_id,limit_class,limit_type,limit_advised_indicator,limit_product_code,limit_product_name,activated_limit_indicator,activated_limit_status,activated_limit_class,activated_limit_type,sanctioned_amount,utilized_amount,available_amount,start_date,maturity_date,mth_end,src,cty
LE001,SP001,30000244,C100979,MAIN BORROWER LIMIT,OUTER,N,LEGINTSBL C,COMMERCIAL STANDBY L/C'S,N,Inactive,CO-BORROWER LIMIT,OUTER,386835,261525,125310,2016-12-18,2027-12-31,2024-12-31,SCI,SG
LE001,SP001,30000245,C100406,MAIN BORROWER LIMIT,CONTROL,N,TRIMPFATR,ACCEPTANCE AGAINST TRUST RECEIPTS,Y,Active,MAIN BORROWER LIMIT,CONTROL,49006,18295,30711,2021-12-03,2028-11-13,2024-12-31,SCI,SG
LE001,SP001,30000246,C100525,CO-BORROWER LIMIT,INNER,Y,TRIMPFINFN,IMPORT INVOICE FINANCING,N,Inactive,CO-BORROWER LIMIT,INNER,116482,101676,14806,2020-09-12,2028-08-09,2024-12-31,SCI,SG
LE001,SP001,30000247,C100423,MAIN BORROWER LIMIT,CONTROL,N,LELOANBILN,BUSINESS INSTALLMENT LOANS,N,Inactive,CO-BORROWER LIMIT,INNER,101220,18945,82275,2021-02-26,2028-02-22,2024-12-31,SCI,SG
LE001,SP001,30000248,C100388,MAIN BORROWER LIMIT,INNER,N,TRLCISOLU,IMPORT LCS - UNSECURED,N,Inactive,MAIN BORROWER LIMIT,INNER,84683,77896,6787,2017-08-29,2029-08-08,2024-12-31,SCI,SG
LE001,SP001,30000249,C100471,MAIN BORROWER LIMIT,CONTROL,N,TROEXFOB,EXPORT BILLS DISCOUNTING,Y,Active,MAIN BORROWER LIMIT,INNER,951175,205114,746061,2018-10-11,2030-06-14,2024-12-31,SCI,SG
LE001,SP001,30000250,C100980,MAIN BORROWER LIMIT,CONTROL,Y,SSCUSTLOVR,LIMIT-OVERNIGHT CUSTODY SERVICES,N,Inactive,MAIN BORROWER LIMIT,CONTROL,244014,22855,221159,2024-10-13,2029-03-01,2024-12-31,SCI,SG
LE001,SP001,30000251,C100140,MAIN BORROWER LIMIT,OUTER,N,GMGMKTLAR2,LIMIT-ACR (CAT 2),Y,Active,MAIN BORROWER LIMIT,INNER,46125,4815,41310,2017-09-14,2030-08-04,2024-12-31,SCI,SG
LE001,SP001,30000252,C100956,CO-BORROWER LIMIT,CONTROL,N,LELOANTLN,TERM LOANS,Y,Active,CO-BORROWER LIMIT,OUTER,407526,26511,381015,2016-10-03,2028-05-23,2024-12-31,SCI,SG
LE001,SP001,30000253,C100548,CO-BORROWER LIMIT,OUTER,N,LELOANMLRS,MORTGAGE LOANS-RESIDENTIAL,N,Inactive,CO-BORROWER LIMIT,OUTER,1358859,198821,1160038,2023-10-11,2029-10-16,2024-12-31,SCI,SG
LE001,SP001,30000254,C100152,MAIN BORROWER LIMIT,OUTER,N,CRRISKCOLL,LIMIT-INDIRECT RISK-COLLATERAL,Y,Active,MAIN BORROWER LIMIT,INNER,457012,55352,401660,2020-04-20,2029-06-05,2024-12-31,SCI,SG
LE001,SP001,30000255,C100578,MAIN BORROWER LIMIT,CONTROL,Y,SSCUSTLDAY,LIMIT-INTRADAY CUSTODY SERVICES,N,Inactive,MAIN BORROWER LIMIT,CONTROL,35618,33570,2048,2017-07-27,2027-01-11,2024-12-31,SCI,SG
LE001,SP001,30000256,C100095,CO-BORROWER LIMIT,INNER,N,TRIMPFOIML,IMPORT LOAN,Y,Active,CO-BORROWER LIMIT,CONTROL,100284,20482,79802,2019-04-02,2029-04-14,2024-12-31,SCI,SG
LE001,SP001,30000257,C100660,CO-BORROWER LIMIT,CONTROL,N,TRGTEECUBG,BOND & GUARANTEES,N,Inactive,CO-BORROWER LIMIT,OUTER,577758,148362,429396,2017-02-03,2030-01-11,2024-12-31,SCI,SG
LE001,SP001,30000258,C100486,CO-BORROWER LIMIT,OUTER,N,GMGMKTLMSS,LIMIT-MARKETABLE SECURITIES (NON-TM),N,Inactive,CO-BORROWER LIMIT,CONTROL,80204,44686,35518,2024-06-27,2027-11-10,2024-12-31,SCI,SG
LE001,SP001,30000259,C100951,CO-BORROWER LIMIT,OUTER,N,TRIMPFILTR,LOANS AGAINST TRUST RECEIPTS,Y,Active,CO-BORROWER LIMIT,CONTROL,253677,200103,53574,2023-12-29,2028-07-12,2024-12-31,SCI,SG
LE001,SP001,30000260,C100166,MAIN BORROWER LIMIT,CONTROL,N,GMGMKTLABS,LIMIT-ASSET BACKED SECURITIES (NON-ALM),Y,Active,MAIN BORROWER LIMIT,INNER,353145,139655,213490,2016-07-24,2027-08-21,2024-12-31,SCI,SG
LE001,SP001,30000261,C100809,MAIN BORROWER LIMIT,CONTROL,N,TRECBCNBCND,CREDIT BILLS NEGOTIATED - DISCREPANT,Y,Active,MAIN BORROWER LIMIT,OUTER,64412,22965,41447,2016-03-26,2030-04-18,2024-12-31,SCI,SG
LE001,SP001,30000262,C100977,CO-BORROWER LIMIT,INNER,Y,LEODREOD,OVERDRAFT,Y,Active,CO-BORROWER LIMIT,INNER,153349,39153,114196,2018-08-27,2028-12-15,2024-12-31,SCI,SG
LE001,SP001,30000263,C100442,MAIN BORROWER LIMIT,CONTROL,N,GMGMKTLAAR,LIMIT-ACR (CAT 3),Y,Active,MAIN BORROWER LIMIT,INNER,6366,4890,1476,2016-11-10,2027-04-07,2024-12-31,SCI,SG
LE001,SP001,30000264,C100084,CO-BORROWER LIMIT,OUTER,N,TRGTEEIOFG,SILENT PAYMENT GTEE - OIF,N,Inactive,CO-BORROWER LIMIT,INNER,58431,21890,36541,2023-10-31,2026-11-18,2024-12-31,SCI,SG
LE001,SP001,30000265,C100965,CO-BORROWER LIMIT,INNER,N,LELOANSTLN,SHORT TERM LOANS,Y,Active,MAIN BORROWER LIMIT,INNER,126428,57393,69035,2018-08-20,2029-09-22,2024-12-31,SCI,SG
LE001,SP001,30000266,C100417,MAIN BORROWER LIMIT,OUTER,Y,LEODREAYE,LIMIT-INTRADAY OVERDRAFT,Y,Active,MAIN BORROWER LIMIT,INNER,46733,38664,8069,2024-09-19,2028-06-27,2024-12-31,SCI,SG
LE001,SP001,30000267,C100423,CO-BORROWER LIMIT,OUTER,N,GMGMKTLRBR,LIMIT-REPOS ACR (CAT 2),Y,Active,CO-BORROWER LIMIT,OUTER,832685,470270,362415,2022-12-15,2030-09-11,2024-12-31,SCI,SG
LE001,SP001,30000268,C100389,MAIN BORROWER LIMIT,OUTER,Y,CRRISKSRWR,LIMIT-RECEIVABLE SERVICES WITHOUT RECOURSE,Y,Active,MAIN BORROWER LIMIT,INNER,38943,11619,27324,2021-06-30,2029-07-26,2024-12-31,SCI,SG
LE001,SP001,30000269,C100801,MAIN BORROWER LIMIT,INNER,Y,TRSCFIVEPR,VENDOR PREPAY FINANCING,Y,Active,MAIN BORROWER LIMIT,CONTROL,104815,63413,41402,2019-09-21,2027-06-15,2024-12-31,SCI,SG
LE001,SP001,30000270,C100138,CO-BORROWER LIMIT,OUTER,N,GMGMKTLMSS,LIMIT-MARKETABLE SECURITIES (TM - LIQUIDITY),Y,Active,CO-BORROWER LIMIT,INNER,185487,82764,102723,2020-01-11,2030-07-03,2024-12-31,SCI,SG
LE001,SP001,30000271,C100997,MAIN BORROWER LIMIT,INNER,N,TROEXFINN,EXPORT INVOICE FINANCING,N,Inactive,MAIN BORROWER LIMIT,INNER,687813,144353,543460,2020-05-22,2028-08-22,2024-12-31,SCI,SG
LE001,SP001,30000272,C100298,CO-BORROWER LIMIT,CONTROL,N,GMGMKTFLPO,LIMIT-FX PRE-SETTLEMENT - OVERALL,Y,Active,CO-BORROWER LIMIT,INNER,38721,14656,24065,2018-07-14,2027-12-22,2024-12-31,SCI,SG
LE001,SP001,30000273,C100606,MAIN BORROWER LIMIT,CONTROL,N,TRLCISOLIS,IMPORT LCS - SECURED,Y,Active,MAIN BORROWER LIMIT,CONTROL,520822,124311,396511,2015-11-29,2028-06-26,2024-12-31,SCI,SG
LE001,SP001,30000274,C100851,MAIN BORROWER LIMIT,INNER,N,TRGTEEFING,FINANCIAL GUARANTEES / SBLC (TRADE),Y,Active,MAIN BORROWER LIMIT,INNER,164428,105693,58735,2016-11-01,2029-03-23,2024-12-31,SCI,SG
LE001,SP001,30000275,C100808,CO-BORROWER LIMIT,OUTER,N,GMGMKTM SLC,LIMIT-MARKETABLE SECURITIES (TM - CAPITAL),Y,Active,CO-BORROWER LIMIT,CONTROL,60991,30858,30133,2017-02-05,2029-03-13,2024-12-31,SCI,SG
LE001,SP001,30000276,C100556,MAIN BORROWER LIMIT,INNER,N,TRLCISBBLC,BACK-TO-BACK LCS SECURED,N,Inactive,MAIN BORROWER LIMIT,OUTER,258358,38348,220010,2022-01-27,2030-07-16,2024-12-31,SCI,SG
LE001,SP001,30000277,C100680,CO-BORROWER LIMIT,OUTER,N,LELOANRTLN,REVOLVING TERM LOANS,Y,Active,CO-BORROWER LIMIT,CONTROL,198602,125530,73072,2016-06-01,2028-09-17,2024-12-31,SCI,SG
LE001,SP001,30000278,C100988,CO-BORROWER LIMIT,OUTER,Y,CRRISKRDWR,LIMIT-RECEIVABLES DISCOUNTING-CAT5,Y,Active,CO-BORROWER LIMIT,CONTROL,89302,49312,39990,2017-02-22,2030-01-29,2024-12-31,SCI,SG
LE001,SP001,30000279,C100226,CO-BORROWER LIMIT,INNER,N,CRRISKLOIF,LIMIT-OIF (CAT5),N,Inactive,CO-BORROWER LIMIT,CONTROL,174521,32403,142118,2024-07-31,2029-07-23,2024-12-31,SCI,SG
LE001,SP001,30000280,C100107,CO-BORROWER LIMIT,INNER,N,TRLBDCLBD,LOCAL BILLS DISCOUNTED,Y,Active,CO-BORROWER LIMIT,CONTROL,110711,19652,91059,2021-05-11,2028-10-10,2024-12-31,SCI,SG
LE001,SP001,30000281,C100466,MAIN BORROWER LIMIT,CONTROL,N,GMGMKTSYND,SYNDICATIONS,Y,Active,MAIN BORROWER LIMIT,CONTROL,182319,83356,98963,2024-02-07,2028-07-14,2024-12-31,SCI,SG
LE001,SP001,30000282,C100045,MAIN BORROWER LIMIT,OUTER,N,CACOLLCHQP,CHEQUES PURCHASED,N,Inactive,MAIN BORROWER LIMIT,OUTER,315568,279886,35682,2016-07-20,2028-03-21,2024-12-31,SCI,SG
LE001,SP001,30000283,C100528,MAIN BORROWER LIMIT,CONTROL,Y,LELOANMORT,COMMERCIAL/ INDUSTRIAL MORTGAGE,Y,Active,MAIN BORROWER LIMIT,OUTER,794935,610494,184441,2017-10-17,2027-11-20,2024-12-31,SCI,SG
LE001,SP001,30000284,C100190,CO-BORROWER LIMIT,INNER,Y,GMGMKT PMLN,LIMIT-PRECIOUS METAL LOANS,N,Inactive,CO-BORROWER LIMIT,INNER,47201,2549,44652,2022-06-13,2028-01-03,2024-12-31,SCI,SG
LE001,SP001,30000285,C100285,MAIN BORROWER LIMIT,CONTROL,Y,TROEXFODP,EXPORT BILLS DISCOUNTING D/P,N,Inactive,CO-BORROWER LIMIT,OUTER,1373720,634377,739343,2021-11-30,2030-08-12,2024-12-31,SCI,SG
LE001,SP001,30000286,C100883,CO-BORROWER LIMIT,CONTROL,N,TRLIMISTTL,LIMIT-SHORT TERM TRADE LIMIT,Y,Active,CO-BORROWER LIMIT,INNER,23107,13362,9745,2020-12-14,2028-10-28,2024-12-31,SCI,SG
LE001,SP001,30000287,C100865,CO-BORROWER LIMIT,CONTROL,Y,TRRFACRECS,RECEIVABLES SERVICES,N,Inactive,CO-BORROWER LIMIT,CONTROL,139834,81264,58570,2017-04-27,2027-08-09,2024-12-31,SCI,SG
LE001,SP001,30000288,C100320,MAIN BORROWER LIMIT,OUTER,N,LELOANBEFF,PRODUCT LELOANBEFF,Y,Active,MAIN BORROWER LIMIT,CONTROL,293114,117133,175981,2018-03-03,2027-08-17,2024-12-31,SCI,SG
LE001,SP001,30000289,C100588,CO-BORROWER LIMIT,INNER,Y,LELOANAPP,GUARANTEED INSTALLMENT LOAN,N,Inactive,CO-BORROWER LIMIT,CONTROL,215559,191335,24224,2022-11-30,2029-12-18,2024-12-31,SCI,SG
LE001,SP001,30000290,C100170,CO-BORROWER LIMIT,INNER,Y,TRGTEESG,SHIPPING GUARANTEES,Y,Active,CO-BORROWER LIMIT,OUTER,87317,72383,14934,2024-09-30,2029-07-27,2024-12-31,SCI,SG
LE001,SP001,30000291,C100139,MAIN BORROWER LIMIT,INNER,N,LELOANMILCM,MORTGAGE LOANS-COMMERCIAL,Y,Active,MAIN BORROWER LIMIT,CONTROL,132174,65102,67072,2016-11-22,2029-05-05,2024-12-31,SCI,SG
LE001,SP001,30000292,C100500,MAIN BORROWER LIMIT,OUTER,N,LEGINTSBL C,COMMERCIAL STANDBY L/C'S,N,Inactive,MAIN BORROWER LIMIT,OUTER,99409,29561,69848,2018-10-29,2028-06-21,2024-12-31,SCI,SG
LE001,SP001,30000293,C100172,CO-BORROWER LIMIT,CONTROL,N,TRIMPFATR,ACCEPTANCE AGAINST TRUST RECEIPTS,N,Inactive,CO-BORROWER LIMIT,OUTER,90276,51045,39231,2021-11-07,2029-11-24,2024-12-31,SCI,SG
LE001,SP001,30000294,C100843,CO-BORROWER LIMIT,CONTROL,N,TRIMPFINFN,IMPORT INVOICE FINANCING,Y,Active,CO-BORROWER LIMIT,CONTROL,380637,93898,286739,2020-02-02,2027-06-05,2024-12-31,SCI,SG
LE001,SP001,30000295,C100753,MAIN BORROWER LIMIT,INNER,N,LELOANBILN,BUSINESS INSTALLMENT LOANS,Y,Active,MAIN BORROWER LIMIT,OUTER,232586,103538,129048,2023-07-17,2028-03-07,2024-12-31,SCI,SG
LE001,SP001,30000296,C100214,CO-BORROWER LIMIT,CONTROL,N,TRLCISOLU,IMPORT LCS - UNSECURED,Y,Active,CO-BORROWER LIMIT,OUTER,81396,63666,17730,2024-03-10,2030-01-18,2024-12-31,SCI,SG
LE001,SP001,30000297,C100359,CO-BORROWER LIMIT,CONTROL,N,TROEXFOB,EXPORT BILLS DISCOUNTING,Y,Active,CO-BORROWER LIMIT,INNER,400152,226270,173882,2019-02-01,2030-08-30,2024-12-31,SCI,SG
LE001,SP001,30000298,C100834,MAIN BORROWER LIMIT,OUTER,N,SSCUSTLOVR,LIMIT-OVERNIGHT CUSTODY SERVICES,N,Inactive,MAIN BORROWER LIMIT,INNER,221305,183759,37546,2023-06-08,2030-10-14,2024-12-31,SCI,SG
LE001,SP001,30000299,C100886,MAIN BORROWER LIMIT,OUTER,Y,GMGMKTLAR2,LIMIT-ACR (CAT 2),Y,Active,MAIN BORROWER LIMIT,CONTROL,366906,148021,218885,2023-04-06,2030-02-02,2024-12-31,SCI,SG
LE001,SP001,30000300,C100647,CO-BORROWER LIMIT,CONTROL,N,LELOANTLN,TERM LOANS,Y,Active,CO-BORROWER LIMIT,OUTER,305476,126028,179448,2016-06-12,2028-05-30,2024-12-31,SCI,SG
LE001,SP001,30000301,C100711,CO-BORROWER LIMIT,INNER,N,LELOANMLRS,MORTGAGE LOANS-RESIDENTIAL,Y,Active,MAIN BORROWER LIMIT,CONTROL,71040,65707,5333,2017-09-26,2030-07-30,2024-12-31,SCI,SG
LE001,SP001,30000302,C100714,CO-BORROWER LIMIT,OUTER,N,CRRISKCOLL,LIMIT-INDIRECT RISK-COLLATERAL,Y,Active,CO-BORROWER LIMIT,OUTER,92950,46032,46918,2021-03-27,2028-06-10,2024-12-31,SCI,SG
LE001,SP001,30000303,C100345,MAIN BORROWER LIMIT,CONTROL,N,SSCUSTLDAY,LIMIT-INTRADAY CUSTODY SERVICES,N,Inactive,MAIN BORROWER LIMIT,OUTER,343620,31389,312231,2017-11-01,2029-06-06,2024-12-31,SCI,SG
LE001,SP001,30000304,C100016,MAIN BORROWER LIMIT,OUTER,N,TRIMPFOIML,IMPORT LOAN,Y,Active,MAIN BORROWER LIMIT,OUTER,299649,283505,16144,2023-05-18,2030-07-01,2024-12-31,SCI,SG
LE001,SP001,30000305,C100309,MAIN BORROWER LIMIT,INNER,Y,TRGTEECUBG,BOND & GUARANTEES,Y,Active,MAIN BORROWER LIMIT,OUTER,159388,64824,94564,2021-06-06,2030-10-10,2024-12-31,SCI,SG
LE001,SP001,30000306,C100773,MAIN BORROWER LIMIT,INNER,N,GMGMKTLMSS,LIMIT-MARKETABLE SECURITIES (NON-TM),N,Inactive,CO-BORROWER LIMIT,OUTER,183015,31008,152007,2022-04-27,2029-10-06,2024-12-31,SCI,SG
LE001,SP001,30000307,C100696,CO-BORROWER LIMIT,OUTER,Y,TRIMPFILTR,LOANS AGAINST TRUST RECEIPTS,Y,Active,CO-BORROWER LIMIT,CONTROL,584005,98672,485333,2024-01-23,2028-02-19,2024-12-31,SCI,SG
LE001,SP001,30000308,C100392,MAIN BORROWER LIMIT,CONTROL,N,GMGMKTLABS,LIMIT-ASSET BACKED SECURITIES (NON-ALM),Y,Active,MAIN BORROWER LIMIT,INNER,90077,15620,74457,2016-03-07,2027-08-07,2024-12-31,SCI,SG
LE001,SP001,30000309,C100656,MAIN BORROWER LIMIT,OUTER,N,TRECBCNBCND,CREDIT BILLS NEGOTIATED - DISCREPANT,Y,Active,MAIN BORROWER LIMIT,INNER,281277,102966,178311,2022-06-20,2030-05-17,2024-12-31,SCI,SG
LE001,SP001,30000310,C100766,MAIN BORROWER LIMIT,INNER,N,LEODREOD,OVERDRAFT,Y,Active,MAIN BORROWER LIMIT,OUTER,132960,23402,109558,2023-06-23,2030-02-27,2024-12-31,SCI,SG
LE001,SP001,30000311,C100747,CO-BORROWER LIMIT,INNER,N,GMGMKTLAAR,LIMIT-ACR (CAT 3),Y,Active,CO-BORROWER LIMIT,CONTROL,130916,16472,114444,2018-08-26,2030-03-22,2024-12-31,SCI,SG
LE001,SP001,30000312,C100614,CO-BORROWER LIMIT,CONTROL,Y,TRGTEEIOFG,SILENT PAYMENT GTEE - OIF,N,Inactive,CO-BORROWER LIMIT,OUTER,488344,251972,236372,2019-02-21,2027-11-29,2024-12-31,SCI,SG
LE001,SP001,30000313,C100765,CO-BORROWER LIMIT,INNER,N,LELOANSTLN,SHORT TERM LOANS,N,Inactive,CO-BORROWER LIMIT,OUTER,371541,184061,187480,2023-08-05,2028-03-15,2024-12-31,SCI,SG
LE001,SP001,30000314,C100511,MAIN BORROWER LIMIT,CONTROL,N,LEODREAYE,LIMIT-INTRADAY OVERDRAFT,Y,Active,MAIN BORROWER LIMIT,INNER,367144,61968,305176,2018-06-25,2029-03-18,2024-12-31,SCI,SG
LE001,SP001,30000315,C100374,MAIN BORROWER LIMIT,INNER,N,GMGMKTLRBR,LIMIT-REPOS ACR (CAT 2),N,Inactive,MAIN BORROWER LIMIT,OUTER,600476,171716,428760,2024-05-29,2027-03-11,2024-12-31,SCI,SG
LE001,SP001,30000316,C100971,CO-BORROWER LIMIT,CONTROL,Y,CRRISKSRWR,LIMIT-RECEIVABLE SERVICES WITHOUT RECOURSE,N,Inactive,CO-BORROWER LIMIT,INNER,166209,113292,52917,2023-12-07,2030-06-11,2024-12-31,SCI,SG
LE001,SP001,30000317,C100549,MAIN BORROWER LIMIT,INNER,Y,TRSCFIVEPR,VENDOR PREPAY FINANCING,Y,Active,MAIN BORROWER LIMIT,OUTER,321886,171485,150401,2020-06-22,2030-02-21,2024-12-31,SCI,SG
LE001,SP001,30000318,C100649,MAIN BORROWER LIMIT,INNER,N,GMGMKTLMSS,LIMIT-MARKETABLE SECURITIES (TM - LIQUIDITY),N,Inactive,MAIN BORROWER LIMIT,OUTER,119340,32225,87115,2019-12-26,2027-07-03,2024-12-31,SCI,SG
LE001,SP001,30000319,C100464,MAIN BORROWER LIMIT,INNER,N,TROEXFINN,EXPORT INVOICE FINANCING,N,Inactive,MAIN BORROWER LIMIT,CONTROL,225069,39047,186022,2024-09-23,2027-10-09,2024-12-31,SCI,SG
LE001,SP001,30000320,C100508,CO-BORROWER LIMIT,CONTROL,N,GMGMKTFLPO,LIMIT-FX PRE-SETTLEMENT - OVERALL,N,Inactive,CO-BORROWER LIMIT,INNER,142893,23468,119425,2016-02-05,2028-05-11,2024-12-31,SCI,SG
LE001,SP001,30000321,C100750,MAIN BORROWER LIMIT,OUTER,N,TRLCISOLIS,IMPORT LCS - SECURED,Y,Active,MAIN BORROWER LIMIT,INNER,179332,123934,55398,2018-05-23,2030-05-16,2024-12-31,SCI,SG
LE001,SP001,30000322,C100078,CO-BORROWER LIMIT,INNER,N,TRGTEEFING,FINANCIAL GUARANTEES / SBLC (TRADE),Y,Active,CO-BORROWER LIMIT,OUTER,295125,112418,182707,2021-12-30,2027-06-06,2024-12-31,SCI,SG
LE001,SP001,30000323,C100915,MAIN BORROWER LIMIT,OUTER,N,GMGMKTM SLC,LIMIT-MARKETABLE SECURITIES (TM - CAPITAL),Y,Active,MAIN BORROWER LIMIT,OUTER,71810,19395,52415,2019-07-26,2028-11-22,2024-12-31,SCI,SG
LE001,SP001,30000324,C100392,MAIN BORROWER LIMIT,OUTER,N,TRLCISBBLC,BACK-TO-BACK LCS SECURED,N,Inactive,MAIN BORROWER LIMIT,CONTROL,1319003,945196,373807,2020-02-26,2028-02-10,2024-12-31,SCI,SG
LE001,SP001,30000325,C100329,MAIN BORROWER LIMIT,INNER,N,LELOANRTLN,REVOLVING TERM LOANS,Y,Active,MAIN BORROWER LIMIT,CONTROL,59514,22944,36570,2019-03-24,2030-08-17,2024-12-31,SCI,SG
LE001,SP001,30000326,C100923,MAIN BORROWER LIMIT,OUTER,Y,CRRISKRDWR,LIMIT-RECEIVABLES DISCOUNTING-CAT5,Y,Active,CO-BORROWER LIMIT,OUTER,48330,40562,7768,2021-09-09,2028-08-05,2024-12-31,SCI,SG
LE001,SP001,30000327,C100335,MAIN BORROWER LIMIT,CONTROL,N,CRRISKLOIF,LIMIT-OIF (CAT5),Y,Active,MAIN BORROWER LIMIT,INNER,518197,370831,147366,2022-02-19,2029-06-15,2024-12-31,SCI,SG
LE001,SP001,30000328,C100377,CO-BORROWER LIMIT,OUTER,N,TRLBDCLBD,LOCAL BILLS DISCOUNTED,Y,Active,CO-BORROWER LIMIT,OUTER,359210,20022,339188,2020-04-04,2026-12-26,2024-12-31,SCI,SG
LE001,SP001,30000329,C100238,CO-BORROWER LIMIT,CONTROL,N,GMGMKTSYND,SYNDICATIONS,N,Inactive,CO-BORROWER LIMIT,OUTER,303798,222694,81104,2020-08-20,2028-07-29,2024-12-31,SCI,SG
LE001,SP001,30000330,C100106,MAIN BORROWER LIMIT,CONTROL,N,CACOLLCHQP,CHEQUES PURCHASED,Y,Active,MAIN BORROWER LIMIT,OUTER,305084,210656,94428,2023-10-24,2027-02-05,2024-12-31,SCI,SG
LE001,SP001,30000331,C100943,MAIN BORROWER LIMIT,CONTROL,N,LELOANMORT,COMMERCIAL/ INDUSTRIAL MORTGAGE,N,Inactive,MAIN BORROWER LIMIT,CONTROL,160773,20323,140450,2023-10-14,2029-09-08,2024-12-31,SCI,SG
LE001,SP001,30000332,C100136,CO-BORROWER LIMIT,OUTER,N,GMGMKT PMLN,LIMIT-PRECIOUS METAL LOANS,Y,Active,CO-BORROWER LIMIT,OUTER,66353,17457,48896,2021-12-05,2028-08-14,2024-12-31,SCI,SG
LE001,SP001,30000333,C100948,CO-BORROWER LIMIT,CONTROL,N,TROEXFODP,EXPORT BILLS DISCOUNTING D/P,Y,Active,CO-BORROWER LIMIT,OUTER,175572,20580,154992,2022-08-01,2027-08-13,2024-12-31,SCI,SG
LE001,SP001,30000334,C100798,MAIN BORROWER LIMIT,OUTER,Y,TRLIMISTTL,LIMIT-SHORT TERM TRADE LIMIT,Y,Active,MAIN BORROWER LIMIT,OUTER,82688,44017,38671,2016-03-20,2028-01-07,2024-12-31,SCI,SG
LE001,SP001,30000335,C100462,CO-BORROWER LIMIT,INNER,Y,TRRFACRECS,RECEIVABLES SERVICES,Y,Active,CO-BORROWER LIMIT,CONTROL,431541,292235,139306,2024-05-27,2028-01-22,2024-12-31,SCI,SG
LE001,SP001,30000336,C100855,CO-BORROWER LIMIT,OUTER,Y,LELOANBEFF,PRODUCT LELOANBEFF,Y,Active,CO-BORROWER LIMIT,CONTROL,140497,13214,127283,2021-07-03,2028-04-23,2024-12-31,SCI,SG
LE001,SP001,30000337,C100839,MAIN BORROWER LIMIT,OUTER,N,LELOANAPP,GUARANTEED INSTALLMENT LOAN,N,Inactive,MAIN BORROWER LIMIT,CONTROL,71289,19595,51694,2019-09-04,2027-06-04,2024-12-31,SCI,SG
LE001,SP001,30000338,C100823,MAIN BORROWER LIMIT,OUTER,Y,TRGTEESG,SHIPPING GUARANTEES,N,Inactive,MAIN BORROWER LIMIT,OUTER,118020,26946,91074,2020-05-13,2028-12-09,2024-12-31,SCI,SG
LE001,SP001,30000339,C100702,MAIN BORROWER LIMIT,CONTROL,N,LELOANMILCM,MORTGAGE LOANS-COMMERCIAL,N,Inactive,MAIN BORROWER LIMIT,OUTER,245961,212079,33882,2019-11-19,2027-07-29,2024-12-31,SCI,SG
LE001,SP001,30000340,C100094,CO-BORROWER LIMIT,OUTER,Y,LEGINTSBL C,COMMERCIAL STANDBY L/C'S,Y,Active,CO-BORROWER LIMIT,CONTROL,92621,37557,55064,2024-07-11,2028-12-30,2024-12-31,SCI,SG
LE001,SP001,30000341,C100699,CO-BORROWER LIMIT,OUTER,N,TRIMPFATR,ACCEPTANCE AGAINST TRUST RECEIPTS,N,Inactive,CO-BORROWER LIMIT,INNER,71523,60442,11081,2024-06-20,2030-04-18,2024-12-31,SCI,SG
LE001,SP001,30000342,C100634,MAIN BORROWER LIMIT,CONTROL,Y,TRIMPFINFN,IMPORT INVOICE FINANCING,Y,Active,MAIN BORROWER LIMIT,OUTER,207666,26778,180888,2020-07-24,2027-08-16,2024-12-31,SCI,SG
LE001,SP001,30000343,C100429,MAIN BORROWER LIMIT,CONTROL,N,LELOANBILN,BUSINESS INSTALLMENT LOANS,Y,Active,MAIN BORROWER LIMIT,CONTROL,207932,159143,48789,2020-07-26,2030-11-07,2024-12-31,SCI,SG
LE001,SP001,30000344,C100367,CO-BORROWER LIMIT,CONTROL,N,TRLCISOLU,IMPORT LCS - UNSECURED,Y,Active,CO-BORROWER LIMIT,INNER,98032,39168,58864,2022-11-03,2026-12-31,2024-12-31,SCI,SG
LE001,SP001,30000345,C100326,MAIN BORROWER LIMIT,OUTER,N,TROEXFOB,EXPORT BILLS DISCOUNTING,N,Inactive,CO-BORROWER LIMIT,CONTROL,101616,37769,63847,2018-04-22,2028-02-27,2024-12-31,SCI,SG
LE001,SP001,30000346,C100997,MAIN BORROWER LIMIT,OUTER,Y,SSCUSTLOVR,LIMIT-OVERNIGHT CUSTODY SERVICES,Y,Active,MAIN BORROWER LIMIT,CONTROL,205263,20591,184672,2022-05-25,2030-01-30,2024-12-31,SCI,SG
LE001,SP001,30000347,C100866,CO-BORROWER LIMIT,INNER,N,GMGMKTLAR2,LIMIT-ACR (CAT 2),N,Inactive,MAIN BORROWER LIMIT,CONTROL,38250,12859,25391,2016-07-30,2030-10-06,2024-12-31,SCI,SG
LE001,SP001,30000348,C100367,MAIN BORROWER LIMIT,CONTROL,N,LELOANTLN,TERM LOANS,N,Inactive,MAIN BORROWER LIMIT,CONTROL,39836,35993,3843,2019-05-03,2029-11-22,2024-12-31,SCI,SG
LE001,SP001,30000349,C100316,MAIN BORROWER LIMIT,INNER,Y,LELOANMLRS,MORTGAGE LOANS-RESIDENTIAL,Y,Active,MAIN BORROWER LIMIT,OUTER,79344,41560,37784,2024-11-06,2028-09-17,2024-12-31,SCI,SG
